employee_id,employee_name,gender,age,DOB,marital_status,department,job_role,education_level,education_field,hire_date,years_at_company,monthly_salary,hourly_rate,overtime,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,training_times_last_year,num_companies_worked,promotion_last_years,distance_from_home,business_travel,city,manager_name,attrition,reason_for_leaving,exit_date,missing_survey_data,duplicate_emp_id,age_group,tenure_group
EMP1219,Steven Torres,Female,35.0,1970-01-16,Married,Human Resources,Recruiter,3,Life Sciences,2017-10-12,7,81200.0,73.72,No,2.0,1.0,4.0,4.0,2.0,5.0,0,30.0,Non-Travel,East Markmouth,Donna Grant,No,,,False,False,26-35,6+yr
EMP1308,Rachel King,Female,57.0,,Married,Sales,Sales Manager,4,Life Sciences,,7,41700.0,33.45,Yes,2.0,,,4.0,0.0,5.0,0,16.5,Travel_Frequently,New Stephen,Terry Jennings DDS,Yes,Better Opportunity,,True,False,46-65,6+yr
EMP1157,Sabrina Richmond,Female,22.0,1975-10-12,Not Disclosed,Finance,Accountant,3,Human Resources,,9,91500.0,32.46,Yes,4.0,2.0,1.0,3.0,1.0,3.0,0,39.9,Non-Travel,East Nicholas,Andrew Wood,No,,,False,False,18-25,6+yr
EMP1172,Heather Frederick,Female,32.0,,Not Disclosed,Research & Development,Research Scientist,5,Business,,9,111200.0,35.05,Yes,5.0,1.0,,,4.0,1.0,0,,Travel_Frequently,Jennifermouth,Shawna Johnston,No,,,True,False,26-35,6+yr
EMP2232,Vanessa James,Female,53.0,,Married,Human Resources,HR Executive,4,Business,,8,51700.0,40.55,Yes,4.0,,,1.0,1.0,3.0,3,30.5,Non-Travel,New Aaronmouth,Tracy White,No,,,True,False,46-65,6+yr
EMP1706,Cynthia Sanchez,Female,54.0,,Married,Research & Development,Research Scientist,1,Technical Degree,,8,47200.0,40.29,No,3.0,3.0,3.0,,2.0,5.0,1,,Non-Travel,Christopherland,Jessica Franklin,No,,,True,False,46-65,6+yr
EMP1287,Daniel Gonzales,Male,29.0,,Single,IT,System Admin,2,Human Resources,,8,44200.0,46.74,No,3.0,3.0,,1.0,2.0,2.0,1,6.4,Travel_Frequently,Sullivanmouth,Dalton White,No,,,True,False,26-35,6+yr
EMP2091,Michael Daniels,Male,23.0,2005-06-12,Single,Research & Development,Lab Technician,4,Life Sciences,,8,64250.0,61.42,No,3.0,4.0,2.0,,3.0,2.0,2,25.1,Travel_Rarely,South Brookebury,Katelyn Moore,Yes,,,True,False,18-25,6+yr
EMP1454,Lisa Valdez Md,Not Disclosed,34.0,,Married,IT,IT Support,4,Medical,,5,61700.0,52.3,Yes,3.0,4.0,2.0,4.0,0.0,6.0,2,15.5,Travel_Rarely,Samanthastad,Charles Moore,No,,,False,False,26-35,3-6yr
EMP1072,Tiffany Hughes,Male,24.0,,Single,Research & Development,Data Analyst,5,Business,,6,63400.0,93.95,Yes,3.0,1.0,1.0,1.0,0.0,1.0,3,13.1,Non-Travel,Andersonfort,Robert Rodgers,No,,,False,False,18-25,3-6yr
EMP1083,Kenneth Diaz,Not Disclosed,39.0,1996-07-17,Divorced,Human Resources,HR Manager,5,Medical,,8,103600.0,83.93,No,2.0,2.0,,1.0,2.0,1.0,3,30.7,Travel_Rarely,New Douglasfurt,Marcus Wood,No,,,True,False,36-45,6+yr
EMP2207,Jesse Miller,Not Disclosed,50.0,1971-09-18,Married,Human Resources,HR Manager,4,Medical,2019-09-15,5,103200.0,43.01,Yes,1.0,1.0,3.0,,2.0,2.0,1,11.4,Travel_Rarely,East Dariusport,Jill Olson,No,,,True,False,46-65,3-6yr
EMP2496,Angela Phillips,Female,45.0,,Married,Sales,Sales Manager,2,Business,2020-11-18,4,114300.0,84.34,No,3.0,,2.0,1.0,0.0,6.0,3,,Travel_Rarely,Wayneville,Robert Velez,No,,,True,False,36-45,3-6yr
EMP1016,Daniel Cain,Male,30.0,,Married,Sales,Sales Manager,1,Life Sciences,,2,59700.0,48.82,Yes,3.0,1.0,3.0,1.0,4.0,3.0,0,11.3,Travel_Frequently,Port Richard,Johnathan Simon,Yes,Retirement,,False,False,26-35,1-3yr
EMP1536,Mr. Jonathan Johnson Dds,Female,35.0,,Divorced,Human Resources,Recruiter,3,Medical,2021-11-24,3,68500.0,92.29,Yes,3.0,,2.0,3.0,3.0,6.0,3,1.3,Non-Travel,Brandonchester,Destiny Mora,No,,,True,False,26-35,1-3yr
EMP2244,Dennis Miller,Male,24.0,,Not Disclosed,IT,IT Support,4,Medical,,8,61700.0,63.4,Yes,1.0,4.0,4.0,,0.0,4.0,2,35.1,Non-Travel,Port Robert,Kristopher Arnold,No,,,True,False,18-25,6+yr
EMP1919,Ronald Benjamin,Not Disclosed,39.0,,Married,Finance,Finance Manager,4,Life Sciences,2017-07-09,7,73700.0,48.65,No,3.0,3.0,2.0,4.0,0.0,6.0,2,,Travel_Frequently,Meyerport,Meghan Mitchell,No,,,False,False,36-45,6+yr
EMP1452,Susan Walker Md,Female,54.0,,Married,Research & Development,Data Analyst,1,Marketing,,4,25700.0,96.79,No,3.0,2.0,3.0,,0.0,0.0,0,,Travel_Rarely,Emilyfurt,Michael Jones,No,,,True,False,46-65,3-6yr
EMP2193,Amy Smith,Male,38.0,,Married,Sales,Sales Manager,5,Medical,,5,20800.0,90.67,No,3.0,1.0,3.0,4.0,0.0,6.0,3,38.3,Non-Travel,New Sandra,Robert Turner,Yes,Health Issues,,False,False,36-45,3-6yr
EMP1405,Harry Gray,Female,25.0,1970-01-11,Single,Finance,Accountant,1,Life Sciences,,7,107100.0,93.67,No,3.0,4.0,,3.0,4.0,3.0,3,,Travel_Frequently,Avilashire,Dana Gillespie,No,,,True,False,18-25,6+yr
EMP2441,Daniel Schroeder,Not Disclosed,43.0,1979-03-05,Single,Sales,Sales Executive,5,Technical Degree,,2,32500.0,31.27,No,4.0,2.0,3.0,3.0,0.0,6.0,0,,Travel_Rarely,Nicolestad,Francisco Dyer,No,,,False,False,36-45,1-3yr
EMP2399,Anna Solomon,Female,41.0,1981-09-02,Single,Human Resources,Recruiter,4,Human Resources,2023-10-27,1,68500.0,38.85,Yes,3.0,,,,2.0,6.0,1,21.6,Travel_Frequently,Valerieborough,Kevin Barrera,No,,,True,False,36-45,<1yr
EMP1740,Mrs. Alexandra Miller,Male,21.0,,Married,Marketing,Marketing Executive,5,Business,2018-09-20,6,37000.0,41.66,No,3.0,2.0,3.0,2.0,0.0,4.0,2,,Travel_Frequently,Port Lindseyside,Meghan Lee,No,,,False,False,18-25,3-6yr
EMP1365,Sarah Allen,Not Disclosed,33.0,2001-05-02,Single,Sales,Sales Representative,2,Business,,7,38900.0,86.35,No,5.0,2.0,2.0,1.0,1.0,3.0,0,1.6,Travel_Rarely,North Coryfurt,Cynthia Johnson,No,,,False,False,26-35,6+yr
EMP1105,Thomas Lee,Male,23.0,,Married,Human Resources,HR Manager,1,Human Resources,,4,81100.0,69.52,No,5.0,4.0,,3.0,3.0,5.0,0,,Travel_Rarely,Solomonside,Ryan Wolfe,No,,,True,False,18-25,3-6yr
EMP1144,Jessica Smith,Female,33.0,,Married,Marketing,Content Strategist,4,Business,,1,32865.0,94.67,No,1.0,2.0,4.0,3.0,2.0,3.0,2,28.6,Travel_Frequently,East Mollyberg,Donald Carroll,No,,,False,True,26-35,<1yr
EMP1662,John Bennett,Female,32.0,1985-10-23,Single,IT,Software Engineer,5,Marketing,2016-10-25,8,85500.0,92.12,Yes,5.0,,2.0,4.0,1.0,5.0,0,38.6,Travel_Frequently,East Todd,Patrick Kelley,No,,,True,False,26-35,6+yr
EMP1242,James Brown,Female,26.0,,Married,Research & Development,Data Analyst,3,Human Resources,2018-03-18,6,28800.0,34.63,Yes,1.0,,1.0,1.0,1.0,4.0,2,12.7,Non-Travel,Lake Austin,Patricia Brennan,No,,,True,False,26-35,3-6yr
EMP1431,Caleb Johnson,Male,47.0,1993-12-14,Divorced,Finance,Accountant,4,Marketing,2020-09-01,4,112400.0,63.57,No,1.0,4.0,3.0,4.0,0.0,3.0,2,,Travel_Rarely,South Fernandoburgh,Hunter Pugh,No,,,False,False,46-65,3-6yr
EMP1815,Maria Rivas,Male,32.0,,Married,Marketing,Content Strategist,3,Life Sciences,2018-06-22,6,48700.0,90.07,Yes,2.0,,4.0,3.0,2.0,6.0,0,,Travel_Frequently,Myersbury,Jason Richardson,No,,,True,False,26-35,3-6yr
EMP1631,Carl Carr,Female,41.0,,Not Disclosed,Marketing,Content Strategist,5,Business,,5,35500.0,47.26,Yes,5.0,1.0,2.0,,2.0,1.0,3,32.3,Travel_Rarely,Bennettberg,Jessica Lopez,No,,,True,False,36-45,3-6yr
EMP1097,Lonnie Williams Jr.,Female,41.0,1988-04-21,Divorced,Sales,Sales Executive,3,Business,2017-09-25,7,111300.0,88.95,Yes,1.0,1.0,2.0,2.0,3.0,4.0,1,36.1,Non-Travel,Amandachester,Leah Harris,No,,,False,False,36-45,6+yr
EMP1468,Henry Hansen,Female,34.0,,Married,Sales,Sales Representative,4,Business,,4,41500.0,56.97,No,3.0,4.0,3.0,4.0,3.0,3.0,1,,Travel_Frequently,New Andrew,Kyle Williams,No,,,False,False,26-35,3-6yr
EMP2191,Carl Marshall,Male,22.0,,Married,Finance,Accountant,2,Life Sciences,,8,106200.0,62.81,No,2.0,,1.0,1.0,2.0,6.0,1,31.9,Non-Travel,Lake Amy,Timothy Davidson,No,,,True,False,18-25,6+yr
EMP1085,Emily Lawson,Female,54.0,1991-01-28,Single,Research & Development,Data Analyst,2,Medical,,9,96800.0,70.34,Yes,3.0,1.0,4.0,4.0,4.0,0.0,1,1.8,Travel_Rarely,Lake Kristi,Jared Mathis,No,,,False,False,46-65,6+yr
EMP1702,Matthew Thomas,Male,41.0,,Not Disclosed,Human Resources,HR Manager,4,Technical Degree,,6,53400.0,100.0,No,4.0,3.0,3.0,,0.0,3.0,2,,Non-Travel,Grahamchester,Robert Castaneda,No,,,True,False,36-45,3-6yr
EMP1010,David Washington,Female,51.0,1989-03-09,Divorced,Marketing,Content Strategist,1,Marketing,2017-05-13,7,110500.0,63.46,No,4.0,3.0,1.0,4.0,3.0,6.0,0,29.3,Travel_Rarely,East Robertstad,Calvin Villarreal,Yes,Retirement,2022-01-07,False,False,46-65,6+yr
EMP1605,Jerry Griffin,Female,49.0,,Married,Marketing,Marketing Executive,2,Business,,7,61300.0,89.38,Yes,4.0,2.0,4.0,4.0,3.0,3.0,0,,Non-Travel,New Mario,Richard Moreno,Yes,Health Issues,2019-06-22,False,False,46-65,6+yr
EMP1879,Christopher Campos,Female,40.0,1992-04-16,Single,IT,Software Engineer,5,Business,,9,57600.0,64.73,Yes,2.0,1.0,3.0,4.0,4.0,5.0,2,,Travel_Rarely,Chenhaven,Kimberly Bell,Yes,,,False,False,36-45,6+yr
EMP1774,Ellen Hickman,Not Disclosed,26.0,,Married,Research & Development,Research Scientist,2,Technical Degree,,2,66350.0,40.87,Yes,2.0,4.0,3.0,3.0,1.0,4.0,0,7.3,Non-Travel,North Stephanieland,Scott Johnson,Yes,Career Change,2024-11-15,False,False,26-35,1-3yr
EMP2163,Mrs. Jennifer Young,Female,50.0,,Single,Human Resources,HR Executive,5,Technical Degree,,6,18100.0,90.43,No,3.0,2.0,3.0,,0.0,4.0,1,22.4,Non-Travel,Lyonsland,Angela Barnes,No,,,True,False,46-65,3-6yr
EMP1277,Sydney Scott,Male,56.0,,Married,IT,Software Engineer,1,Human Resources,,6,55300.0,89.02,Yes,1.0,4.0,4.0,3.0,2.0,3.0,1,23.3,Travel_Frequently,Trevinoborough,Tyler Roberts,No,,,False,False,46-65,3-6yr
EMP1089,Sara Cochran,Male,47.0,,Single,Sales,Sales Executive,5,Marketing,,9,81000.0,73.49,Yes,1.0,,1.0,4.0,1.0,0.0,2,,Non-Travel,Ryanland,Kathy Sandoval,No,,,True,False,46-65,6+yr
EMP1091,Lucas Schwartz,Female,51.0,,Married,Human Resources,HR Executive,5,Human Resources,,8,116800.0,30.83,Yes,2.0,2.0,3.0,,2.0,3.0,2,12.1,Travel_Frequently,Robertsburgh,Connie Whitaker,Yes,Better Opportunity,,True,False,46-65,6+yr
EMP1766,Michael Barber,Female,46.0,,Married,Marketing,Marketing Executive,5,Business,2017-04-17,7,52400.0,98.47,Yes,5.0,3.0,3.0,,2.0,3.0,1,,Travel_Frequently,Keyport,Susan Davis,Yes,Retirement,,True,False,46-65,6+yr
EMP1281,Casey Brown Md,Female,42.0,,Married,Sales,Sales Representative,4,Technical Degree,,3,53400.0,84.19,No,1.0,3.0,4.0,,2.0,4.0,1,,Travel_Rarely,Lake Jesseborough,Andrew Frazier,No,,,True,False,36-45,1-3yr
EMP2008,Melissa White,Female,43.0,,Single,Human Resources,Recruiter,5,Business,,5,110700.0,34.82,No,3.0,4.0,2.0,,2.0,1.0,3,28.6,Travel_Frequently,Bradleyport,Yesenia Evans,No,,,True,False,36-45,3-6yr
EMP1652,James Garcia,Female,37.0,,Single,Marketing,Content Strategist,4,Technical Degree,,8,53200.0,98.58,Yes,5.0,3.0,4.0,4.0,2.0,1.0,1,,Non-Travel,Port Joshua,Kelly Nash,Yes,Retirement,,False,False,36-45,6+yr
EMP1993,Catherine Cannon,Male,31.0,,Divorced,Sales,Sales Representative,2,Human Resources,,6,61100.0,49.12,Yes,4.0,1.0,3.0,2.0,1.0,4.0,0,20.9,Non-Travel,Davidshire,Cynthia Jordan,No,,,False,False,26-35,3-6yr
EMP1366,Brian Stevens,Male,29.0,,Not Disclosed,IT,Software Engineer,5,Human Resources,,9,68700.0,48.18,Yes,3.0,4.0,3.0,1.0,1.0,1.0,2,,Non-Travel,South Timothyburgh,Jessica Brown,No,,,False,False,26-35,6+yr
EMP1024,Kristie Nguyen,Female,58.0,,Married,Human Resources,Recruiter,5,Marketing,2019-12-31,5,88900.0,64.85,No,4.0,1.0,2.0,1.0,3.0,3.0,3,12.8,Travel_Frequently,New Brianborough,Raymond Romero,No,,,False,False,46-65,3-6yr
EMP1677,Micheal Smith,Male,34.0,1985-12-04,Single,IT,IT Support,2,Business,,7,24500.0,82.17,Yes,2.0,,4.0,3.0,4.0,4.0,0,10.8,Non-Travel,Hoovermouth,Anna Wilson,No,,,True,False,26-35,6+yr
EMP1999,William Kent,Female,58.0,,Married,Research & Development,Lab Technician,1,Marketing,,3,64250.0,46.77,Yes,3.0,1.0,2.0,1.0,4.0,5.0,0,38.1,Non-Travel,Sparkstown,Mary Anderson,Yes,Better Opportunity,,False,False,46-65,1-3yr
EMP2190,Susan David,Female,21.0,,Married,Marketing,Marketing Manager,4,Life Sciences,2016-05-26,8,29900.0,86.46,Yes,3.0,3.0,4.0,2.0,5.0,6.0,2,,Non-Travel,West Christopherton,Troy Wood,No,,,False,False,18-25,6+yr
EMP1311,Daniel Gomez,Female,48.0,,Divorced,Finance,Finance Manager,2,Marketing,,4,98600.0,67.47,No,3.0,1.0,4.0,,3.0,1.0,0,,Non-Travel,Matthewview,Steve Russell,No,,,True,False,46-65,3-6yr
EMP2061,Kathleen Eaton,Not Disclosed,40.0,,Married,IT,IT Support,2,Human Resources,,6,77900.0,96.36,No,4.0,1.0,4.0,3.0,1.0,1.0,0,32.7,Travel_Frequently,Gabrielaburgh,Maria Dunlap,No,,,False,False,36-45,3-6yr
EMP1641,Tracy Bradley,Male,22.0,,Single,Finance,Financial Analyst,4,Business,,5,106300.0,68.25,No,1.0,4.0,4.0,4.0,1.0,0.0,0,27.2,Non-Travel,North Gregorybury,Frederick Peterson,No,,,False,False,18-25,3-6yr
EMP1241,Emily Rogers,Female,41.0,,Divorced,Finance,Finance Manager,2,Life Sciences,2017-01-14,7,83500.0,35.66,Yes,1.0,,,2.0,2.0,1.0,1,36.3,Travel_Rarely,South Nancy,Lynn Acosta,No,,,True,False,36-45,6+yr
EMP1667,Roy Crosby,Female,56.0,2002-07-08,Single,Sales,Sales Executive,1,Business,,1,97600.0,97.04,No,2.0,4.0,,3.0,0.0,6.0,3,,Non-Travel,East Paulmouth,Richard Russo,No,,,True,False,46-65,<1yr
EMP2344,David Mcintyre,Not Disclosed,51.0,1991-05-12,Married,Research & Development,Research Scientist,3,Human Resources,,5,111600.0,61.36,No,1.0,,3.0,1.0,0.0,1.0,1,23.0,Non-Travel,Butlerchester,Diana Edwards,No,,,True,False,46-65,3-6yr
EMP1099,Dennis Smith,Female,33.0,1991-06-02,Single,Human Resources,HR Manager,5,Medical,2020-01-22,4,61200.0,46.68,No,1.0,2.0,,2.0,2.0,0.0,3,,Travel_Frequently,Brookeshire,Timothy Quinn,No,,,True,False,26-35,3-6yr
EMP1168,Jeffrey Barr,Female,51.0,,Not Disclosed,Finance,Financial Analyst,3,Marketing,2020-02-21,4,113400.0,79.72,No,5.0,4.0,4.0,2.0,2.0,6.0,1,6.4,Travel_Rarely,Port Henry,Michelle Gonzalez,No,,,False,False,46-65,3-6yr
EMP1497,Deborah Bailey,Not Disclosed,40.0,,Married,Marketing,Marketing Executive,4,Human Resources,,7,30600.0,63.69,No,5.0,,4.0,2.0,2.0,3.0,0,,Travel_Rarely,West Samuel,Dawn Rivas,Yes,Relocation,,True,False,36-45,6+yr
EMP1276,Cynthia Wood,Female,30.0,,Married,Sales,Sales Executive,1,Technical Degree,,6,18600.0,73.79,Yes,3.0,4.0,2.0,3.0,1.0,3.0,1,,Non-Travel,New Jamesshire,Kevin Parker,No,,,False,False,26-35,3-6yr
EMP2114,James Wright,Male,25.0,,Divorced,Finance,Financial Analyst,3,Human Resources,,5,84900.0,35.5,No,5.0,4.0,2.0,3.0,3.0,1.0,3,34.4,Travel_Frequently,South Kimberly,Brianna Hunt,No,,,False,False,18-25,3-6yr
EMP1715,Jessica Thompson,Not Disclosed,60.0,1982-01-02,Single,Marketing,Content Strategist,3,Business,2022-02-08,2,87700.0,46.02,Yes,5.0,1.0,2.0,2.0,0.0,2.0,0,,Travel_Rarely,East Maryfort,Bryan Mcguire,No,,,False,False,46-65,1-3yr
EMP2311,Lisa Acosta,Female,55.0,,Single,Marketing,Marketing Manager,5,Medical,,4,35300.0,77.96,Yes,5.0,2.0,1.0,,0.0,6.0,1,12.7,Non-Travel,Loriview,Anna Lopez,Yes,Relocation,,True,False,46-65,3-6yr
EMP1332,Gina Rivera,Male,41.0,1988-05-11,Married,Research & Development,Research Scientist,4,Medical,,8,27400.0,78.46,Yes,5.0,2.0,,1.0,0.0,1.0,1,,Travel_Rarely,West Mary,Kimberly Johnson,No,,,True,False,36-45,6+yr
EMP1220,John Whitney,Male,31.0,,Divorced,Human Resources,HR Executive,4,Technical Degree,,3,113000.0,55.74,Yes,4.0,,3.0,2.0,2.0,1.0,2,15.8,Travel_Rarely,Tinashire,Matthew Frye,No,,,True,False,26-35,1-3yr
EMP1434,Mary Dixon,Not Disclosed,45.0,,Divorced,Finance,Financial Analyst,4,Life Sciences,,9,91800.0,53.25,No,2.0,3.0,1.0,,3.0,3.0,1,18.2,Non-Travel,South Gregory,Michael Smith,No,,,True,False,36-45,6+yr
EMP1562,Margaret Garcia,Female,44.0,,Married,IT,System Admin,3,Marketing,2017-01-27,7,31400.0,33.21,Yes,2.0,,2.0,2.0,1.0,5.0,3,24.4,Non-Travel,Alexandermouth,Jessica Chen,No,,,True,False,36-45,6+yr
EMP2334,Amanda Trujillo,Female,55.0,,Divorced,IT,Software Engineer,1,Human Resources,,3,88100.0,32.81,No,5.0,1.0,4.0,4.0,4.0,5.0,1,,Non-Travel,Nelsonmouth,Marcus West,Yes,Relocation,,False,False,46-65,1-3yr
EMP1487,Louis Jackson,Female,23.0,,Divorced,Sales,Sales Executive,5,Business,,7,74500.0,89.47,Yes,5.0,,2.0,2.0,2.0,3.0,1,,Travel_Frequently,Lake Timothy,Brandy Parker,No,,,True,False,18-25,6+yr
EMP1532,Ricky Welch,Male,54.0,1972-07-22,Divorced,Marketing,Marketing Manager,3,Life Sciences,,1,98600.0,59.74,Yes,5.0,1.0,4.0,4.0,2.0,0.0,1,4.1,Non-Travel,South Charles,John Jenkins,Yes,Health Issues,,False,False,46-65,<1yr
EMP2353,Jessica Cervantes,Not Disclosed,34.0,1988-11-24,Married,Research & Development,Lab Technician,5,Marketing,2022-08-01,2,50000.0,75.45,No,3.0,2.0,2.0,4.0,1.0,1.0,2,29.1,Non-Travel,Peterview,Ryan Graham,Yes,Higher Salary,,False,False,26-35,1-3yr
EMP1261,Candice Vega,Female,39.0,1989-07-10,Not Disclosed,Research & Development,Data Analyst,1,Life Sciences,,5,76400.0,48.21,Yes,4.0,,4.0,4.0,3.0,3.0,2,36.9,Non-Travel,Port Jasonstad,Jessica Graham,Yes,Career Change,2019-05-07,True,False,36-45,3-6yr
EMP1811,Ashley Tapia,Female,55.0,,Divorced,Sales,Sales Representative,1,Marketing,,1,31400.0,68.7,Yes,1.0,,3.0,1.0,2.0,3.0,3,31.3,Travel_Rarely,Port Amyhaven,Laura Bright,Yes,Better Opportunity,,True,False,46-65,<1yr
EMP1306,Mitchell Bailey,Male,51.0,,Divorced,Sales,Sales Executive,4,Human Resources,,1,34500.0,91.53,No,3.0,4.0,2.0,2.0,2.0,5.0,0,,Travel_Frequently,Taylorport,Natasha Wall,No,,,False,False,46-65,<1yr
EMP2316,Cynthia Allison,Not Disclosed,31.0,,Single,IT,Software Engineer,3,Marketing,,5,71500.0,91.55,Yes,5.0,4.0,,2.0,0.0,5.0,2,,Travel_Frequently,Hartport,Sandy Moss,Yes,Retirement,,True,False,26-35,3-6yr
EMP1197,Brianna Stone,Male,23.0,,Single,Research & Development,Data Analyst,1,Medical,,9,60900.0,40.14,No,1.0,1.0,1.0,3.0,2.0,2.0,0,,Travel_Rarely,East Staciefort,Renee Brown,Yes,Retirement,2023-04-11,False,False,18-25,6+yr
EMP2165,Linda Ramirez,Male,50.0,,Not Disclosed,Marketing,Content Strategist,3,Business,,5,21500.0,51.31,Yes,5.0,1.0,3.0,3.0,4.0,6.0,3,,Travel_Rarely,Jacobville,Michael Powell,No,,,False,False,46-65,3-6yr
EMP2147,Brian Woods,Female,36.0,1972-04-22,Single,Marketing,Marketing Manager,4,Medical,,5,93400.0,94.37,Yes,2.0,,3.0,1.0,0.0,0.0,3,22.9,Travel_Frequently,East Sarah,Sandra Greene,No,,,True,False,36-45,3-6yr
EMP1495,Isabel Hicks,Female,25.0,,Married,Research & Development,Lab Technician,1,Business,,9,70700.0,32.73,Yes,1.0,2.0,1.0,2.0,1.0,5.0,2,,Non-Travel,Richardburgh,Nicholas Barrett,No,,,False,True,18-25,6+yr
EMP1111,Amanda Stone,Not Disclosed,44.0,1969-07-21,Single,IT,IT Support,4,Life Sciences,,5,66900.0,81.15,Yes,5.0,,1.0,2.0,5.0,3.0,1,,Travel_Rarely,New Ashleeland,Donna Graham,No,,,True,False,36-45,3-6yr
EMP2109,Cheryl Rice,Female,59.0,1994-01-30,Not Disclosed,Research & Development,Lab Technician,4,Life Sciences,,1,112600.0,61.7,Yes,5.0,1.0,,,3.0,3.0,1,13.8,Non-Travel,Hernandezton,Christopher Murray,No,,,True,False,46-65,<1yr
EMP1514,Eric Baldwin,Female,33.0,,Single,IT,IT Support,2,Business,2018-05-18,6,46600.0,42.5,Yes,3.0,2.0,4.0,1.0,4.0,2.0,3,,Non-Travel,Port Thomas,Chris Walker,No,,,False,False,26-35,3-6yr
EMP1692,Miss Elizabeth Hess,Male,30.0,,Married,Research & Development,Lab Technician,1,Medical,,2,54200.0,38.51,No,5.0,3.0,,3.0,2.0,2.0,0,,Non-Travel,West Alexander,Justin Gallagher,No,,,True,False,26-35,1-3yr
EMP1370,William Olson,Female,56.0,,Not Disclosed,Human Resources,HR Manager,1,Technical Degree,,9,37000.0,79.27,No,5.0,1.0,4.0,,5.0,3.0,0,21.1,Non-Travel,Lake Thomaston,Cynthia Porter,No,,,True,False,46-65,6+yr
EMP1794,Kara Freeman,Female,50.0,,Divorced,Research & Development,Data Analyst,2,Life Sciences,,4,48800.0,73.73,Yes,3.0,4.0,,3.0,4.0,1.0,1,25.7,Travel_Rarely,South Dianahaven,David Lindsey,No,,,True,False,46-65,3-6yr
EMP2099,Tracy Flores,Female,54.0,,Single,Human Resources,HR Executive,1,Life Sciences,,8,104900.0,82.07,No,4.0,1.0,4.0,3.0,5.0,3.0,1,,Travel_Rarely,Montoyaborough,Matthew Allen,Yes,Retirement,,False,False,46-65,6+yr
EMP1274,Isaiah Boyer,Male,44.0,1982-09-28,Married,IT,Software Engineer,5,Business,,6,94800.0,76.28,Yes,4.0,2.0,2.0,,4.0,6.0,2,33.3,Travel_Frequently,Nicholasstad,Robert Boyd,No,,,True,False,36-45,3-6yr
EMP1397,John Joseph,Female,58.0,,Married,Human Resources,HR Executive,4,Human Resources,,6,64400.0,98.78,No,2.0,1.0,4.0,3.0,3.0,5.0,2,28.5,Non-Travel,Chanmouth,Ashley Bryant,No,,,False,False,46-65,3-6yr
EMP2179,Brandon Moore,Not Disclosed,24.0,1997-06-10,Not Disclosed,Human Resources,HR Executive,5,Medical,2017-10-11,7,25700.0,48.09,No,1.0,4.0,4.0,,3.0,1.0,0,5.2,Travel_Frequently,Jensenview,Brandon Contreras,No,,,True,False,18-25,6+yr
EMP2216,Tiffany Johnson,Male,46.0,,Not Disclosed,Human Resources,HR Executive,2,Technical Degree,,7,70600.0,60.2,No,4.0,,,1.0,4.0,5.0,2,8.2,Travel_Rarely,North Kayla,Kimberly Raymond,No,,,True,False,46-65,6+yr
EMP1798,Kathryn Cross,Male,37.0,,Divorced,Research & Development,Research Scientist,5,Business,,9,66350.0,31.93,Yes,3.0,3.0,2.0,,4.0,3.0,1,20.4,Non-Travel,Fieldsland,Daniel Johns,No,,,True,False,36-45,6+yr
EMP2212,Lisa Garcia,Male,41.0,,Single,Sales,Sales Representative,4,Business,,4,22800.0,91.79,No,3.0,4.0,4.0,,1.0,5.0,1,14.1,Travel_Rarely,Charlesview,Kevin Harris,No,,,True,False,36-45,3-6yr
EMP2075,Joshua Poole,Female,43.0,,Divorced,Marketing,Content Strategist,3,Marketing,,1,40900.0,93.23,No,4.0,1.0,2.0,3.0,3.0,6.0,1,,Non-Travel,Jamesshire,Edward George,No,,,False,False,36-45,<1yr
EMP2063,Patricia Green,Male,55.0,,Single,Human Resources,HR Manager,2,Technical Degree,2015-01-10,9,79250.0,55.3,Yes,3.0,3.0,4.0,,2.0,1.0,0,,Travel_Frequently,South Mark,Dakota Crawford,No,,,True,False,46-65,6+yr
EMP1962,Kimberly Gould,Female,41.0,1997-03-31,Divorced,IT,System Admin,5,Medical,,2,15600.0,86.55,No,5.0,,1.0,2.0,3.0,5.0,2,,Non-Travel,Matthewshire,Robert Miller,No,,,True,False,36-45,1-3yr
EMP1419,Russell Coleman,Female,58.0,1986-01-20,Divorced,Research & Development,Lab Technician,5,Business,,5,58700.0,83.39,No,3.0,,2.0,,0.0,3.0,1,,Non-Travel,South Mistyland,Kristin Perry,No,,,True,False,46-65,3-6yr
EMP2233,Stacy Murillo,Male,58.0,,Divorced,Research & Development,Data Analyst,3,Medical,,4,100200.0,55.58,Yes,2.0,1.0,,4.0,5.0,5.0,1,14.0,Travel_Rarely,Bowmanport,Betty Sellers,No,,,True,False,46-65,3-6yr
EMP1376,Bryan Horne,Female,56.0,,Divorced,Sales,Sales Executive,3,Medical,,8,108000.0,45.71,Yes,2.0,1.0,,2.0,5.0,1.0,3,,Non-Travel,New Manuel,Jay Miller,Yes,,2022-11-02,True,False,46-65,6+yr
EMP1464,Vanessa Williams,Female,31.0,1994-03-26,Single,IT,Software Engineer,2,Technical Degree,2022-03-16,2,99700.0,98.06,No,5.0,1.0,,2.0,3.0,3.0,2,,Travel_Rarely,Port Marcton,Debra Jackson,Yes,Career Change,,True,False,26-35,1-3yr
